;EISSN;title;publisher-country;APC;APC-amount;CCBY;domain;APC-EUR
17574;2673-6225;Frontiers in Animal Science;Switzerland;True;1150 USD;True;Agriculture;1025.685
17498;2673-3013;Frontiers in Nanotechnology;Switzerland;True;1150 USD;True;Technology;1025.685
17496;2673-2718;Frontiers in Chemical Engineering;Switzerland;True;1150 USD;True;Technology;1025.685
10145;2193-7532;Agricultural and Food Economics;United Kingdom;True;1020 EUR;True;SocialSciences;1020.0
15258;2535-2857;Journal for Research in Arts and Sports Education;Norway;True;12000 NOK;True;Humanities;1012.6800000000001
17970;2703-8041;Nordic Research in Music Education;Norway;True;12000 NOK;True;Humanities;1012.6800000000001
8239;2050-313X;SAGE Open Medical Case Reports;United States;True;1125 USD;False;Medicine;1003.3875
8238;2050-3121;SAGE Open Medicine;United Kingdom;True;1125 USD;False;Medicine;1003.3875
13251;2391-5447;Open Geosciences;Poland;True;1000 EUR;False;Science;1000.0
11509;2300-7451;Special Matrices;Poland;True;1000 EUR;True;Science;1000.0
1722;2191-0359;Science and Engineering of Composite Materials;Poland;True;1000 EUR;True;Technology;1000.0
1285;2191-026X;Journal of Intelligent Systems;Poland;True;1000 EUR;True;Science;1000.0
1286;2191-0324;High Temperature Materials and Processes;Poland;True;1000 EUR;True;Technology;1000.0
3668;1860-1324;Deutsche Entomologische Zeitschrift;Bulgaria;True;1000 EUR;True;Science;1000.0
3667;1860-0743;Zoosystematics and Evolution;Bulgaria;True;1000 EUR;True;Science;1000.0
6551;1862-2984;Journal of Mathematical Cryptology;Poland;True;1000 EUR;False;Science;1000.0
4983;1679-7825;Latin American Journal of Solids and Structures;Brazil;True;1000 EUR;True;Science;1000.0
8894;2081-4836;Paladyn: Journal of Behavioral Robotics;Poland;True;1000 EUR;True;Technology;1000.0
11441;2299-1093;Open Computer Science;Poland;True;1000 EUR;False;Science;1000.0
15438;2543-6376;Open Astronomy;Poland;True;1000 EUR;True;Science;1000.0
13252;2391-5455;Open Mathematics;Poland;True;1000 EUR;True;Science;1000.0
11448;2299-3274;Analysis and Geometry in Metric Spaces;Poland;True;1000 EUR;True;Science;1000.0
10274;2206-3552;Journal of Bone and Joint Infection;Germany;True;1000 EUR;True;Medicine;1000.0
3770;1460-7425;Journal of Artificial Societies and Social Simulation;Switzerland;True;"1000 EUR; 800 GBP; 1300 USD";True;SocialSciences;1000.0
11507;2300-6579;Open Theology;Poland;True;1000 EUR;True;Humanities;1000.0
11140;2255-8950;Baltic Journal of Modern Computing;Latvia;True;1000 EUR;False;Science;1000.0
6561;1864-6042;Economics: Journal Articles;Germany;True;1000 EUR;True;SocialSciences;1000.0
10117;2191-9550;Green Processing and Synthesis;Poland;True;1000 EUR;True;Science;1000.0
4783;1664-2384;Swiss Journal of Palaeontology;United Kingdom;True;1000 EUR;True;Science;1000.0
5751;2241-5793;Journal of Biological Research - Thessaloniki;Greece;True;1000 EUR;True;Science;1000.0
11480;2300-2298;Dependence Modeling;Poland;True;1000 EUR;True;Science;1000.0
12944;2364-7485;Innovative Surgical Science;Germany;True;1000 EUR;False;Medicine;1000.0
4537;1613-4516;Journal of Integrative Bioinformatics;Germany;True;1000 EUR;True;Technology;1000.0
13250;2391-5439;Open Engineering;Poland;True;1000 EUR;True;Technology;1000.0
13246;2391-4661;Demonstratio Mathematica;Poland;True;1000 EUR;True;Science;1000.0
11148;2256-0963;Baltic Journal of Economic Studies;Latvia;True;1000 EUR;False;SocialSciences;1000.0
12943;2364-5504;Current Directions in Biomedical Engineering;Germany;True;1000 EUR;False;Medicine;1000.0
4552;1618-7229;e-Polymers;Poland;True;1000 EUR;True;Technology;1000.0
2383;1559-2448;International Food and Agribusiness Management Review;United States;True;1000 EUR;False;Technology;1000.0
4548;1617-8106;Applied Rheology;Poland;True;1000 EUR;True;Technology;1000.0
18399;2749-0149;German Journal of Microbiology;Germany;True;1000 EUR;False;Science;1000.0
13262;2391-9531;Open Agriculture;Poland;True;1000 EUR;True;Agriculture;1000.0
15445;2543-8883;Open Psychology;Poland;True;1000 EUR;True;Humanities;1000.0
13254;2391-5471;Open Physics;Poland;True;1000 EUR;False;Science;1000.0
4164;2169-0375;Advanced Nonlinear Studies;Poland;True;1000 EUR;False;Science;1000.0
3962;1840-4812;Bosnian Journal of Basic Medical Sciences;Bosnia and Herzegovina;True;995 EUR;True;Medicine;995.0
17561;2673-5768;Tourism and Hospitality;Switzerland;True;1000 CHF;True;SocialSciences;994.0
17564;2673-592X;Radiation;Switzerland;True;1000 CHF;True;Medicine;994.0
17572;2673-6209;Macromol;Switzerland;True;1000 CHF;True;Science;994.0
17537;2673-4389;Livers;Switzerland;True;1000 CHF;True;Medicine;994.0
17565;2673-6004;Birds;Switzerland;True;1000 CHF;True;Science;994.0
17544;2673-4834;Earth;Switzerland;True;1000 CHF;True;Technology;994.0
17560;2673-5636;Journal of Zoological and Botanical Gardens;Switzerland;True;1000 CHF;True;Science;994.0
17559;2673-5628;Gases;Switzerland;True;1000 CHF;True;Technology;994.0
17541;2673-4532;Analytica;Switzerland;True;1000 CHF;True;Science;994.0
17557;2673-5601;Immuno;Switzerland;True;1000 CHF;True;Medicine;994.0
17556;2673-5318;Psychiatry International;Switzerland;True;1000 CHF;True;Medicine;994.0
17554;2673-527X;Journal of Respiration;Switzerland;True;1000 CHF;True;Medicine;994.0
17542;2673-4672;Pollutants;Switzerland;True;1000 CHF;True;Technology;994.0
17553;2673-5261;Journal of Molecular Pathology;Switzerland;True;1000 CHF;True;Medicine;994.0
15255;2535-0889;Alpine Entomology;Bulgaria;True;1000 CHF;True;Science;994.0
17609;2673-8724;Magnetism;Switzerland;True;1000 CHF;True;Science;994.0
17613;2673-8856;DNA;Switzerland;True;1000 CHF;True;Science;994.0
17543;2673-4826;Electricity;Switzerland;True;1000 CHF;True;Science;994.0
17550;2673-5172;Journalism and Media;Switzerland;True;1000 CHF;True;Humanities;994.0
17538;2673-4397;Uro;Switzerland;True;1000 CHF;True;Medicine;994.0
17586;2673-7051;Adolescents;Switzerland;True;1000 CHF;True;Medicine;994.0
17577;2673-6357;Hemato;Switzerland;True;1000 CHF;True;Medicine;994.0
17608;2673-866X;Trauma Care;Switzerland;True;1000 CHF;True;Humanities;994.0
11671;2305-6703;Standards;Switzerland;True;1000 CHF;True;Science;994.0
17601;2673-8236;Kidney and Dialysis;Switzerland;True;1000 CHF;True;Medicine;994.0
17602;2673-8244;Metrology;Switzerland;True;1000 CHF;True;Science;994.0
17624;2673-9941;Solar;Switzerland;True;1000 CHF;True;Technology;994.0
9853;2254-9625;European Journal of Investigation in Health, Psychology and Education;Switzerland;True;1000 CHF;False;Medicine;994.0
17623;2673-9909;AppliedMath;Switzerland;True;1000 CHF;True;Science;994.0
11779;2309-107X;Sinusitis;Switzerland;True;1000 CHF;True;Medicine;994.0
17628;2674-032X;Wind;Switzerland;True;1000 CHF;True;Technology;994.0
17621;2673-9879;Future Pharmacology;Switzerland;True;1000 CHF;True;Medicine;994.0
17619;2673-9801;Oxygen;Switzerland;True;1000 CHF;True;Science;994.0
17603;2673-8392;Encyclopedia;Switzerland;True;1000 CHF;True;Science;994.0
17604;2673-8449;Biologics;Switzerland;True;1000 CHF;True;Science;994.0
11933;2313-5786;Allergies;Switzerland;True;1000 CHF;True;Medicine;994.0
17618;2673-9585;Knowledge;Switzerland;True;1000 CHF;True;Science;994.0
17596;2673-7590;Future Transportation;Switzerland;True;1000 CHF;True;Technology;994.0
17594;2673-7418;Geomatics;Switzerland;True;1000 CHF;True;Science;994.0
17625;2673-995X;Youth;Switzerland;True;1000 CHF;True;SocialSciences;994.0
17593;2673-7264;Thermo;Switzerland;True;1000 CHF;True;Science;994.0
17592;2673-7248;Textiles;Switzerland;True;1000 CHF;True;Technology;994.0
17591;2673-7167;Physchem;Switzerland;True;1000 CHF;True;Science;994.0
17590;2673-7159;Conservation;Switzerland;True;1000 CHF;True;Science;994.0
17589;2673-7140;Stresses;Switzerland;True;1000 CHF;True;Science;994.0
17588;2673-7094;Geotechnics;Switzerland;True;1000 CHF;True;Science;994.0
17616;2673-9259;Journal of Ageing and Longevity;Switzerland;True;1000 CHF;True;Medicine;994.0
17587;2673-706X;Nanoenergy Advances;Switzerland;True;1000 CHF;True;Science;994.0
17582;2673-6500;Taxonomy;Switzerland;True;1000 CHF;True;Science;994.0
17581;2673-6497;Solids;Switzerland;True;1000 CHF;True;Science;994.0
17580;2673-6489;Mining;Switzerland;True;1000 CHF;True;Technology;994.0
17579;2673-6411;BioChem;Switzerland;True;1000 CHF;True;Science;994.0
17615;2673-8937;International Journal of Translational Medicine;Switzerland;True;1000 CHF;True;Medicine;994.0
17578;2673-6373;Oral;Switzerland;True;1000 CHF;True;Medicine;994.0
17536;2673-4362;Journal of Nuclear Engineering;Switzerland;True;1000 CHF;True;Technology;994.0
8045;2035-8148;Cardiogenetics;Switzerland;True;1000 CHF;True;Medicine;994.0
17533;2673-4184;Women;Switzerland;True;1000 CHF;True;Medicine;994.0
17512;2673-3897;Reproductive Medicine;Switzerland;True;1000 CHF;True;Science;994.0
17509;2673-351X;Sinusitis;Switzerland;True;1000 CHF;True;Medicine;994.0
17508;2673-3501;Applied Nano;Switzerland;True;1000 CHF;True;Technology;994.0
17506;2673-3293;Electrochem;Switzerland;True;1000 CHF;True;Technology;994.0
17505;2673-3269;Optics;Switzerland;True;1000 CHF;True;Science;994.0
17503;2673-3161;Applied Mechanics;Switzerland;True;1000 CHF;True;Technology;994.0
6630;1873-149X;Pathophysiology;Switzerland;True;1000 CHF;True;Science;994.0
17495;2673-2688;AI;Switzerland;True;1000 CHF;True;Science;994.0
17532;2673-4176;Polysaccharides;Switzerland;True;1000 CHF;True;Science;994.0
13557;2411-5118;Sexes;Switzerland;True;1000 CHF;True;Medicine;994.0
8112;2039-4713;Journal of Xenobiotics;Switzerland;True;1000 CHF;True;Medicine;994.0
8109;2039-4365;Thalassemia Reports;Switzerland;True;1000 CHF;True;Medicine;994.0
13496;2409-515X;International Journal of Neonatal Screening;Switzerland;True;1000 CHF;True;Medicine;994.0
8098;2038-8330;Hematology Reports;Switzerland;True;1000 CHF;True;Medicine;994.0
8071;2037-0164;International Journal of Plant Biology;Switzerland;True;1000 CHF;True;Science;994.0
14632;2504-3129;Nitrogen;Switzerland;True;1000 CHF;True;Science;994.0
8067;2036-7449;Infectious Disease Reports;Switzerland;True;1000 CHF;True;Medicine;994.0
14639;2504-463X;Journal of Otorhinolaryngology, Hearing and Balance Medicine;Switzerland;True;1000 CHF;True;Medicine;994.0
8066;2036-7422;Gastroenterology Insights;Switzerland;True;1000 CHF;True;Medicine;994.0
15724;2571-5135;High-Throughput;Switzerland;True;1000 CHF;True;Science;994.0
14694;2514-183X;Clinical and Translational Neuroscience;Switzerland;True;1000 CHF;True;Medicine;994.0
8023;2032-6653;World Electric Vehicle Journal;Switzerland;True;1000 CHF;True;Technology;994.0
16664;2624-5558;Corrosion and Materials Degradation;Switzerland;True;1000 CHF;True;Technology;994.0
16667;2624-6120;Signals;Switzerland;True;1000 CHF;True;Technology;994.0
16670;2624-781X;Reactions;Switzerland;True;1000 CHF;True;Science;994.0
16672;2624-795X;GeoHazards;Switzerland;True;1000 CHF;True;SocialSciences;994.0
16673;2624-800X;Journal of Cybersecurity and Privacy;Switzerland;True;1000 CHF;True;Technology;994.0
16676;2624-831X;IoT;Switzerland;True;1000 CHF;True;Science;994.0
16678;2624-845X;Journal of Nanotheranostics;Switzerland;True;1000 CHF;True;Medicine;994.0
16682;2624-862X;Dairy;Switzerland;True;1000 CHF;True;Agriculture;994.0
17511;2673-3846;Hearts;Switzerland;True;1000 CHF;True;Medicine;994.0
17492;2673-1924;Oceans;Switzerland;True;1000 CHF;True;SocialSciences;994.0
17612;2673-8783;Biomass;Switzerland;True;1000 CHF;True;Technology;994.0
17517;2673-3986;Epidemiologia;Switzerland;True;1000 CHF;True;Medicine;994.0
17524;2673-4087;NeuroSci;Switzerland;True;1000 CHF;True;Medicine;994.0
17525;2673-4095;Surgeries;Switzerland;True;1000 CHF;True;Medicine;994.0
17521;2673-4052;Automation;Switzerland;True;1000 CHF;True;Technology;994.0
17520;2673-401X;Organics;Switzerland;True;1000 CHF;True;Science;994.0
17526;2673-4109;CivilEng;Switzerland;True;1000 CHF;True;Technology;994.0
17519;2673-4001;Telecom;Switzerland;True;1000 CHF;True;Science;994.0
17518;2673-3994;Fuels;Switzerland;True;1000 CHF;True;Technology;994.0
17527;2673-4117;Eng;Switzerland;True;1000 CHF;True;Technology;994.0
17528;2673-4125;Biophysica;Switzerland;True;1000 CHF;True;Science;994.0
17529;2673-4133;Ecologies;Switzerland;True;1000 CHF;True;Science;994.0
17522;2673-4060;World;Switzerland;True;1000 CHF;True;SocialSciences;994.0
17523;2673-4079;Sustainable Chemistry;Switzerland;True;1000 CHF;True;Technology;994.0
17516;2673-3978;Electronic Materials;Switzerland;True;1000 CHF;True;Science;994.0
222;2218-0532;Scientia Pharmaceutica;Switzerland;True;1000 CHF;True;Medicine;994.0
1626;0718-1876;Journal of Theoretical and Applied Electronic Commerce Research;Switzerland;True;1000 CHF;True;SocialSciences;994.0
17515;2673-396X;Endocrines;Switzerland;True;1000 CHF;True;Medicine;994.0
17514;2673-3951;Modelling;Switzerland;True;1000 CHF;True;Technology;994.0
17513;2673-3943;Transplantology;Switzerland;True;1000 CHF;True;Medicine;994.0
17610;2673-8732;Network;Switzerland;True;1000 CHF;True;Science;994.0
17530;2673-4141;Hydrogen;Switzerland;True;1000 CHF;True;Science;994.0
17531;2673-4168;Obesities;Switzerland;True;1000 CHF;True;Medicine;994.0
6670;1884-0450;Journal of MMIJ;Japan;True;150000 JPY;False;Technology;992.25
10070;2186-2451;Electrochemistry;Japan;True;150000 JPY;False;Science;992.25
3164;1347-4456;Annals of Business Administrative Science;Japan;True;150000 JPY;True;SocialSciences;992.25
3153;1880-5779;Genes & Genetic Systems;Japan;True;150000 JPY;True;Science;992.25
18318;2731-4383;Discover Mental Health;Switzerland;True;990 EUR;True;Medicine;990.0
17145;2662-9984;Discover Sustainability;Switzerland;True;990 EUR;True;SocialSciences;990.0
18319;2731-4537;Discover Psychology;Switzerland;True;990 EUR;True;Humanities;990.0
18302;2730-647X;Discover Water;Switzerland;True;990 EUR;True;SocialSciences;990.0
18299;2730-6011;Discover Oncology;Switzerland;True;990 EUR;True;Medicine;990.0
18313;2731-0469;Discover Social Science and Health;Switzerland;True;990 EUR;True;SocialSciences;990.0
18314;2731-0809;Discover Artificial Intelligence;Switzerland;True;990 EUR;True;Science;990.0
18309;2730-7727;Discover Materials;Switzerland;True;990 EUR;True;Technology;990.0
18308;2730-7239;Discover Internet of Things;Switzerland;True;990 EUR;True;Science;990.0
9445;2667-1026;Intelligent Medicine;Netherlands;True;1100 USD;False;Medicine;981.09
16124;2590-1982;Transportation Research Interdisciplinary Perspectives;United Kingdom;True;1100 USD;False;SocialSciences;981.09
12629;2352-3204;Regenerative Therapy;Netherlands;True;1100 USD;False;Science;981.09
16884;2641-4368;Neurobiology of Language;United States;True;1100 USD;True;Science;981.09
1601;0717-3458;Electronic Journal of Biotechnology;Netherlands;True;1100 USD;False;Science;981.09
17403;2667-100X;Journal of Intensive Medicine;Netherlands;True;1100 USD;False;Medicine;981.09
16870;2639-6696;Agrosystems, Geosciences & Environment;United States;True;1100 USD;False;SocialSciences;981.09
14329;2471-9625;Agricultural & Environmental Letters;United States;True;1100 USD;False;SocialSciences;981.09
10387;2214-7160;Operations Research Perspectives;United Kingdom;True;1100 USD;False;Science;981.09
16092;2590-0617;Progress in Disaster Science;Netherlands;True;1100 USD;False;SocialSciences;981.09
18533;2772-6533;Dialogues in Health;United States;True;1100 USD;False;Medicine;981.09
12637;2352-4510;Physics in Medicine;Netherlands;True;1100 USD;False;Medicine;981.09
10155;2193-9004;IZA Journal of Labor Policy;Poland;True;"975 EUR; 1105 USD";True;SocialSciences;975.0
10154;2193-8997;IZA Journal of Labor Economics;Poland;True;"975 EUR; 1105 USD";True;SocialSciences;975.0
1122;2304-8263;South African Journal of Libraries and Information Science;South Africa;True;20000 ZAR;False;LIS;970.8
10135;2193-0864;Geoscientific Instrumentation, Methods and Data Systems;Germany;True;960 EUR;True;Science;960.0
9679;2155-7470;Journal of Integrated Pest Management;United States;True;1066 USD;False;Medicine;950.7654
3675;1439-0299;Berliner und Münchener Tierärztliche Wochenschrift;Germany;True;950 EUR;False;Agriculture;950.0
15241;2533-0675;Journal of Philosophical Criticism;Italy;True;950 EUR;True;Humanities;950.0
2453;2038-8306;European Journal of Histochemistry;Italy;True;950 EUR;False;Science;950.0
1959;1617-4011;European Journal of Mineralogy;Germany;True;950 EUR;True;Science;950.0
8351;2055-0359;Advanced Manufacturing: Polymer & Composites Science;United Kingdom;True;1060 USD;False;Technology;945.414
